route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
2,26JN29-CPBlock-Sunday-13,29925149,2 N Hurontario To City Centre,,0,2841231,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925150,2 N Hurontario To City Centre,,0,2841230,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925151,2 N Hurontario To City Centre,,0,2841240,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925152,2 N Hurontario To City Centre,,0,2841229,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925153,2 N Hurontario To City Centre,,0,2841227,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925154,2 N Hurontario To City Centre,,0,2841228,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925155,2 N Hurontario To City Centre,,0,2841231,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925156,2 N Hurontario To City Centre,,0,2841230,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925157,2 N Hurontario To City Centre,,0,2841240,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925158,2 N Hurontario To City Centre,,0,2841229,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925159,2 N Hurontario To City Centre,,0,2841227,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925160,2 N Hurontario To City Centre,,0,2841228,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925161,2 N Hurontario To City Centre,,0,2841231,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925162,2 N Hurontario To City Centre,,0,2841230,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925163,2 N Hurontario To City Centre,,0,2841240,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925164,2 N Hurontario To City Centre,,0,2841229,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925165,2 N Hurontario To City Centre,,0,2841227,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925166,2 N Hurontario To City Centre,,0,2841228,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925167,2 N Hurontario To City Centre,,0,2841231,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925168,2 N Hurontario To City Centre,,0,2841230,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925169,2 N Hurontario To City Centre,,0,2841232,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925170,2 N Hurontario To City Centre,,0,2841227,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925171,2 N Hurontario To City Centre,,0,2841228,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925172,2 N Hurontario To City Centre,,0,2841231,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925173,2 N Hurontario To City Centre,,0,2841230,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925174,2 N Hurontario To City Centre,,0,2841232,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925175,2 N Hurontario To City Centre,,0,2841227,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925176,2 N Hurontario To City Centre,,0,2841228,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925177,2 N Hurontario To City Centre,,0,2841230,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925178,2 N Hurontario To City Centre,,0,2841232,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925179,2 N Hurontario To City Centre,,0,2841227,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925180,2 N Hurontario To City Centre,,0,2841228,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925181,2 N Hurontario To City Centre,,0,2841230,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925182,2 N Hurontario To City Centre,,0,2841232,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925183,2 N Hurontario To City Centre,,0,2841228,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925184,2 N Hurontario To City Centre,,0,2841232,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925185,2 N Hurontario To City Centre,,0,2841228,20025,1,1
2,26JN29-CPBlock-Sunday-13,29925186,2 N Hurontario To City Centre,,0,2841232,20025,1,1
17,26JN29-CPBlock-Sunday-13,29925187,17 S Hurontario To City Centre,,1,2841196,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925188,17 S Hurontario To City Centre,,1,2841197,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925189,17 S Hurontario To City Centre,,1,2841180,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925190,17 S Hurontario To City Centre,,1,2841196,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925191,17 S Hurontario To City Centre,,1,2841197,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925192,17 S Hurontario To City Centre,,1,2841180,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925193,17 S Hurontario To City Centre,,1,2841196,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925194,17 S Hurontario To City Centre,,1,2841197,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925195,17 S Hurontario To City Centre,,1,2841180,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925196,17 S Hurontario To City Centre,,1,2841196,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925197,17 S Hurontario To City Centre,,1,2841197,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925198,17 S Hurontario To City Centre,,1,2841180,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925199,17 S Hurontario To City Centre,,1,2841196,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925200,17 S Hurontario To City Centre,,1,2841197,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925201,17 S Hurontario To City Centre,,1,2841180,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925202,17 S Hurontario To City Centre,,1,2841196,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925203,17 S Hurontario To City Centre,,1,2841197,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925204,17 S Hurontario To City Centre,,1,2841195,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925205,17 S Hurontario To City Centre,,1,2841180,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925206,17 S Hurontario To City Centre,,1,2841196,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925207,17 S Hurontario To City Centre,,1,2841197,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925208,17 S Hurontario To City Centre,,1,2841195,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925209,17 S Hurontario To City Centre,,1,2841180,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925210,17 S Hurontario To City Centre,,1,2841196,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925211,17 S Hurontario To City Centre,,1,2841197,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925212,17 S Hurontario To City Centre,,1,2841195,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925213,17 S Hurontario To City Centre,,1,2841180,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925214,17 S Hurontario To City Centre,,1,2841196,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925215,17 S Hurontario To City Centre,,1,2841197,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925216,17 S Hurontario To City Centre,,1,2841195,170036,1,1
17,26JN29-CPBlock-Sunday-13,29925217,17 S Hurontario To City Centre,,1,2841180,170036,1,1
